Team,Player,Position,GW,OPP,Home/Away,Result,Score,PTS,G,A,SOT,CC,SCR,STO,CS,INT,TW,PS,SV,AER,CLR,DIS,OG,GC,YC,RC
Watford,Craig Cathcart,Def,1,EVE,H,D,2-2,14.5,0,0,0,0,0,0,0,8,2,0,0,6,10,0,0,2,0,0
Watford,Craig Cathcart,Def,2,WBA,A,D,0-0,14,0,0,0,1,0,0,1,2,0,0,0,2,4,0,0,0,0,0
Watford,Craig Cathcart,Def,3,SOU,A,D,0-0,14.75,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,0,0,0
Watford,Craig Cathcart,Def,4,MCI,H,L,2-0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0,0,2,0,0
Watford,Allan-Romeo Nyom,Def,1,EVE,H,D,2-2,7.25,0,0,0,0,0,1,0,3,5,0,0,1,5,0,0,2,0,0
Watford,Allan-Romeo Nyom,Def,2,WBA,A,D,0-0,8,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0
Watford,Allan-Romeo Nyom,Def,3,SOU,A,D,0-0,16.5,0,0,0,1,0,2,1,1,4,0,0,0,2,0,0,0,0,0
Watford,Allan-Romeo Nyom,Def,4,MCI,H,L,2-0,2.5,0,0,0,0,0,0,0,5,5,0,0,0,2,1,0,2,1,0
Watford,Sebastian Prodl,Def,1,EVE,H,D,2-2,11,0,0,0,0,0,0,0,6,2,0,0,5,8,0,0,2,0,0
Watford,Sebastian Prodl,Def,2,WBA,A,D,0-0,15,0,0,0,0,1,0,1,5,0,0,0,2,4,0,0,0,0,0
Watford,Sebastian Prodl,Def,3,SOU,A,D,0-0,10,0,0,0,0,0,0,1,1,0,0,0,2,4,0,0,0,0,0
Watford,Sebastian Prodl,Def,4,MCI,H,L,2-0,-2.75,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,2,1,0
Watford,Jose Holebas,Def,1,EVE,H,D,2-2,11.25,0,0,1,1,2,2,0,4,1,0,0,5,5,2,0,2,1,0
Watford,Jose Holebas,Def,2,WBA,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Jose Holebas,Def,3,SOU,A,D,0-0,4.25,0,0,0,0,0,0,0,3,1,0,0,1,1,1,0,0,0,0
Watford,Jose Holebas,Def,4,MCI,H,L,2-0,4.5,0,0,0,1,0,3,0,1,2,0,0,0,2,1,0,2,0,0
Watford,Tommy Hoban,Def,1,EVE,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Tommy Hoban,Def,2,WBA,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Tommy Hoban,Def,3,SOU,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Tommy Hoban,Def,4,MCI,H,L,2-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Essaid Belkalem,Def,1,EVE,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Essaid Belkalem,Def,2,WBA,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Essaid Belkalem,Def,3,SOU,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Essaid Belkalem,Def,4,MCI,H,L,2-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Nathan Ake,Def,1,EVE,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Nathan Ake,Def,2,WBA,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Nathan Ake,Def,3,SOU,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Nathan Ake,Def,4,MCI,H,L,2-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Joel Ekstrand,Def,1,EVE,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Joel Ekstrand,Def,2,WBA,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Joel Ekstrand,Def,3,SOU,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Joel Ekstrand,Def,4,MCI,H,L,2-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Lloyd Doyley,Def,1,EVE,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Lloyd Doyley,Def,2,WBA,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Lloyd Doyley,Def,3,SOU,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Lloyd Doyley,Def,4,MCI,H,L,2-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Miguel Britos,Def,1,EVE,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Miguel Britos,Def,2,WBA,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Miguel Britos,Def,3,SOU,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Miguel Britos,Def,4,MCI,H,L,2-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Juan Carlos Paredes,Def,1,EVE,H,D,2-2,-0.5,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,2,0,0
Watford,Juan Carlos Paredes,Def,2,WBA,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Juan Carlos Paredes,Def,3,SOU,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Juan Carlos Paredes,Def,4,MCI,H,L,2-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Troy Deeney,For,1,EVE,H,D,2-2,10.5,0,1,1,1,0,1,0,0,0,0,0,7,2,2,0,2,1,0
Watford,Troy Deeney,For,2,WBA,A,D,0-0,15.5,0,0,1,4,0,0,1,0,0,0,0,5,2,1,0,0,0,0
Watford,Troy Deeney,For,3,SOU,A,D,0-0,6.5,0,0,0,0,0,2,1,0,0,0,0,11,0,1,0,0,0,0
Watford,Troy Deeney,For,4,MCI,H,L,2-0,4.5,0,0,0,0,0,1,0,1,1,0,0,3,1,0,0,2,0,0
Watford,Odion Ighalo,For,1,EVE,H,D,2-2,12,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0
Watford,Odion Ighalo,For,2,WBA,A,D,0-0,1,0,0,2,0,0,0,1,0,1,0,0,0,1,4,0,0,0,0
Watford,Odion Ighalo,For,3,SOU,A,D,0-0,4,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0
Watford,Odion Ighalo,For,4,MCI,H,L,2-0,2,0,0,0,0,0,1,0,0,3,0,0,0,0,2,0,2,0,0
Watford,Víctor Ibarbo,For,1,EVE,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Víctor Ibarbo,For,2,WBA,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Víctor Ibarbo,For,3,SOU,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Víctor Ibarbo,For,4,MCI,H,L,2-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Mamadou Obbi Oulare,For,1,EVE,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Mamadou Obbi Oulare,For,2,WBA,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Mamadou Obbi Oulare,For,3,SOU,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Mamadou Obbi Oulare,For,4,MCI,H,L,2-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Steven Berghuis,For,1,EVE,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Steven Berghuis,For,2,WBA,A,D,0-0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Watford,Steven Berghuis,For,3,SOU,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Steven Berghuis,For,4,MCI,H,L,2-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Heurelho Gomes,Goa,1,EVE,H,D,2-2,7.75,0,0,0,0,0,0,0,1,0,0,3,4,3,0,0,2,0,0
Watford,Heurelho Gomes,Goa,2,WBA,A,D,0-0,8.25,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Watford,Heurelho Gomes,Goa,3,SOU,A,D,0-0,20.25,0,0,0,0,0,0,1,0,0,0,5,2,1,0,0,0,0,0
Watford,Heurelho Gomes,Goa,4,MCI,H,L,2-0,2.75,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,2,0,0
Watford,Giedrius Arlauskis,Goa,1,EVE,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Giedrius Arlauskis,Goa,2,WBA,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Giedrius Arlauskis,Goa,3,SOU,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Giedrius Arlauskis,Goa,4,MCI,H,L,2-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Rene Gilmartin,Goa,1,EVE,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Rene Gilmartin,Goa,2,WBA,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Rene Gilmartin,Goa,3,SOU,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Rene Gilmartin,Goa,4,MCI,H,L,2-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Jose Manuel Jurado Marin,Mid,1,EVE,H,D,2-2,11,0,1,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0
Watford,Jose Manuel Jurado Marin,Mid,2,WBA,A,D,0-0,12,0,0,0,3,1,3,0,1,0,0,0,0,0,2,0,0,0,0
Watford,Jose Manuel Jurado Marin,Mid,3,SOU,A,D,0-0,17,0,0,0,3,2,4,1,2,1,0,0,0,0,2,0,0,0,0
Watford,Jose Manuel Jurado Marin,Mid,4,MCI,H,L,2-0,5,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,2,0,0
Watford,Etienne Capoue,Mid,1,EVE,H,D,2-2,13,0,0,1,1,0,1,0,5,2,0,0,0,5,0,0,2,0,0
Watford,Etienne Capoue,Mid,2,WBA,A,D,0-0,14.5,0,0,0,2,1,5,1,2,2,0,0,3,2,4,0,0,0,0
Watford,Etienne Capoue,Mid,3,SOU,A,D,0-0,9,0,0,0,1,0,3,1,1,2,0,0,2,0,2,0,0,0,0
Watford,Etienne Capoue,Mid,4,MCI,H,L,2-0,4,0,0,0,0,0,0,0,4,1,0,0,0,2,1,0,2,0,0
Watford,Ikechi Anya,Mid,1,EVE,H,D,2-2,8.5,0,0,0,1,0,2,0,3,0,0,0,1,1,0,0,2,0,0
Watford,Ikechi Anya,Mid,2,WBA,A,D,0-0,17.5,0,0,0,3,2,0,1,4,1,0,0,1,2,0,0,0,0,0
Watford,Ikechi Anya,Mid,3,SOU,A,D,0-0,5,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0
Watford,Ikechi Anya,Mid,4,MCI,H,L,2-0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Valon Behrami,Mid,1,EVE,H,D,2-2,7,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,1,0,0
Watford,Valon Behrami,Mid,2,WBA,A,D,0-0,10,0,0,0,0,0,0,1,6,2,0,0,4,2,1,0,0,0,0
Watford,Valon Behrami,Mid,3,SOU,A,D,0-0,4.5,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0
Watford,Valon Behrami,Mid,4,MCI,H,L,2-0,7,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,2,0,0
Watford,Almen Abdi,Mid,1,EVE,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Almen Abdi,Mid,2,WBA,A,D,0-0,8.5,0,0,1,1,1,0,0,0,2,0,0,1,1,0,0,0,0,0
Watford,Almen Abdi,Mid,3,SOU,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Almen Abdi,Mid,4,MCI,H,L,2-0,2,0,0,0,0,0,0,0,2,3,0,0,0,0,3,0,2,0,0
Watford,Alessandro Diamanti,Mid,1,EVE,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Alessandro Diamanti,Mid,2,WBA,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Alessandro Diamanti,Mid,3,SOU,A,D,0-0,10,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0
Watford,Alessandro Diamanti,Mid,4,MCI,H,L,2-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Ben Watson,Mid,1,EVE,H,D,2-2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Watford,Ben Watson,Mid,2,WBA,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Ben Watson,Mid,3,SOU,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Ben Watson,Mid,4,MCI,H,L,2-0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Watford,Adlene Guedioura,Mid,1,EVE,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Adlene Guedioura,Mid,2,WBA,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Adlene Guedioura,Mid,3,SOU,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Adlene Guedioura,Mid,4,MCI,H,L,2-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Lloyd Dyer,Mid,1,EVE,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Lloyd Dyer,Mid,2,WBA,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Lloyd Dyer,Mid,3,SOU,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Lloyd Dyer,Mid,4,MCI,H,L,2-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Sean Murray,Mid,1,EVE,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Sean Murray,Mid,2,WBA,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Sean Murray,Mid,3,SOU,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Sean Murray,Mid,4,MCI,H,L,2-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Cristian Battocchio,Mid,1,EVE,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Cristian Battocchio,Mid,2,WBA,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Cristian Battocchio,Mid,3,SOU,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Cristian Battocchio,Mid,4,MCI,H,L,2-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Craig Dawson,Def,1,MCI,A,L,0-3,2.25,0,0,0,0,0,0,0,5,2,0,0,0,5,0,0,3,0,0
West Brom,Craig Dawson,Def,2,WAT,H,D,0-0,18.5,0,0,0,1,0,0,1,5,1,0,0,2,6,0,0,0,0,0
West Brom,Craig Dawson,Def,3,CHE,A,L,2-3,-1.75,0,0,0,0,1,0,0,1,0,0,0,3,1,1,0,3,0,0
West Brom,Craig Dawson,Def,4,STO,H,W,0-1,14.5,0,0,1,0,2,2,1,3,1,0,0,0,2,2,0,0,0,0
West Brom,Gareth McAuley,Def,1,MCI,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Gareth McAuley,Def,2,WAT,H,D,0-0,18.5,0,0,0,1,0,0,1,2,1,0,0,5,6,0,0,0,0,0
West Brom,Gareth McAuley,Def,3,CHE,A,L,2-3,-1.5,0,0,0,0,0,0,0,3,0,0,0,2,2,1,0,3,0,0
West Brom,Gareth McAuley,Def,4,STO,H,W,0-1,6.75,0,0,0,0,0,0,1,1,2,0,0,1,3,1,0,0,1,0
West Brom,Jonas Olsson,Def,1,MCI,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Jonas Olsson,Def,2,WAT,H,D,0-0,8.75,0,0,0,0,0,0,1,0,0,0,0,4,7,0,0,0,1,0
West Brom,Jonas Olsson,Def,3,CHE,A,L,2-3,-3.75,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,3,0,0
West Brom,Jonas Olsson,Def,4,STO,H,W,0-1,13.25,0,0,0,0,0,0,1,2,2,0,0,1,9,0,0,0,0,0
West Brom,Sebastien Pocognoli,Def,1,MCI,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Sebastien Pocognoli,Def,2,WAT,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Sebastien Pocognoli,Def,3,CHE,A,L,2-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Sebastien Pocognoli,Def,4,STO,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Jonny Evans,Def,1,MCI,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Jonny Evans,Def,2,WAT,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Jonny Evans,Def,3,CHE,A,L,2-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Jonny Evans,Def,4,STO,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Cristian Gamboa,Def,1,MCI,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Cristian Gamboa,Def,2,WAT,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Cristian Gamboa,Def,3,CHE,A,L,2-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Cristian Gamboa,Def,4,STO,H,W,0-1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0
West Brom,James Chester,Def,1,MCI,A,L,0-3,-7.75,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,3,1,0
West Brom,James Chester,Def,2,WAT,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,James Chester,Def,3,CHE,A,L,2-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,James Chester,Def,4,STO,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Salomon Rondon,For,1,MCI,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Salomon Rondon,For,2,WAT,H,D,0-0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
West Brom,Salomon Rondon,For,3,CHE,A,L,2-3,13.5,0,1,1,1,0,0,0,1,1,0,0,5,2,2,0,3,0,0
West Brom,Salomon Rondon,For,4,STO,H,W,0-1,12,1,0,1,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0
West Brom,Rickie Lambert,For,1,MCI,A,L,0-3,3.5,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,3,0,0
West Brom,Rickie Lambert,For,2,WAT,H,D,0-0,2,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0
West Brom,Rickie Lambert,For,3,CHE,A,L,2-3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Rickie Lambert,For,4,STO,H,W,0-1,8.5,0,1,1,1,0,0,0,0,0,0,0,1,3,0,0,0,1,0
West Brom,Victor Anichebe,For,1,MCI,A,L,0-3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
West Brom,Victor Anichebe,For,2,WAT,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Victor Anichebe,For,3,CHE,A,L,2-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Victor Anichebe,For,4,STO,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Adil Nabi,For,1,MCI,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Adil Nabi,For,2,WAT,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Adil Nabi,For,3,CHE,A,L,2-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Adil Nabi,For,4,STO,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Saido Berahino,For,1,MCI,A,L,0-3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0
West Brom,Saido Berahino,For,2,WAT,H,D,0-0,-3,0,0,0,0,1,3,0,0,1,0,0,0,0,8,0,0,0,0
West Brom,Saido Berahino,For,3,CHE,A,L,2-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Saido Berahino,For,4,STO,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Boaz Myhill,Goa,1,MCI,A,L,0-3,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0
West Brom,Boaz Myhill,Goa,2,WAT,H,D,0-0,19.25,0,0,0,0,0,0,1,0,0,0,5,1,1,0,0,0,0,0
West Brom,Boaz Myhill,Goa,3,CHE,A,L,2-3,-2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0
West Brom,Boaz Myhill,Goa,4,STO,H,W,0-1,16.25,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0
West Brom,Ben Foster,Goa,1,MCI,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Ben Foster,Goa,2,WAT,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Ben Foster,Goa,3,CHE,A,L,2-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Ben Foster,Goa,4,STO,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Anders Lindegaard,Goa,1,MCI,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Anders Lindegaard,Goa,2,WAT,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Anders Lindegaard,Goa,3,CHE,A,L,2-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Anders Lindegaard,Goa,4,STO,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Jack Rose,Goa,1,MCI,A,L,0-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Jack Rose,Goa,2,WAT,H,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Jack Rose,Goa,3,CHE,A,L,2-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Jack Rose,Goa,4,STO,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,James Morrison,Mid,1,MCI,A,L,0-3,7,0,0,1,0,0,3,0,2,2,0,0,0,1,2,0,3,0,0
West Brom,James Morrison,Mid,2,WAT,H,D,0-0,10.5,0,0,0,1,0,0,1,3,5,0,0,1,5,2,0,0,0,0
West Brom,James Morrison,Mid,3,CHE,A,L,2-3,33.5,2,0,3,2,1,1,0,3,1,0,0,1,0,3,0,3,0,0
West Brom,James Morrison,Mid,4,STO,H,W,0-1,24,0,0,2,5,0,1,1,3,1,0,0,0,0,1,0,0,0,0
West Brom,Callum McManaman,Mid,1,MCI,A,L,0-3,4.5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
West Brom,Callum McManaman,Mid,2,WAT,H,D,0-0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
West Brom,Callum McManaman,Mid,3,CHE,A,L,2-3,19.5,0,1,0,4,1,3,0,1,0,0,0,1,0,1,0,3,1,0
West Brom,Callum McManaman,Mid,4,STO,H,W,0-1,10.5,0,0,0,2,0,4,0,0,1,0,0,1,0,1,0,0,0,0
West Brom,Chris Brunt,Mid,1,MCI,A,L,0-3,6,0,0,0,1,1,2,0,1,0,0,0,0,0,1,0,3,0,0
West Brom,Chris Brunt,Mid,2,WAT,H,D,0-0,8.5,0,0,0,0,1,0,1,3,3,0,0,1,1,0,0,0,0,0
West Brom,Chris Brunt,Mid,3,CHE,A,L,2-3,8.5,0,0,1,1,1,1,0,1,0,0,0,1,2,0,0,3,0,0
West Brom,Chris Brunt,Mid,4,STO,H,W,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Brom,Claudio Yacob,Mid,1,MCI,A,L,0-3,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1,1,0
West Brom,Claudio Yacob,Mid,2,WAT,H,D,0-0,7.5,0,0,0,0,0,0,1,3,3,0,0,3,4,1,0,0,0,0
West Brom,Claudio Yacob,Mid,3,CHE,A,L,2-3,11,0,0,0,2,0,0,0,2,3,0,0,0,0,0,0,3,0,0
West Brom,Claudio Yacob,Mid,4,STO,H,W,0-1,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
